Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Other,salesSheetEnhancements,Get Usage Stats,View/Search/Report,salesSheetEnhancements.getUsageStats,query,publicProcedure,,,Public (no auth),,Usage statistics,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/salesSheetEnhancements.ts,prod
Other,salesSheets,Get Inventory,View/Search/Report,salesSheets.getInventory,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,Inventory with Pricing,client/src/hooks/useRetryableQuery.ts; client/src/pages/OrderCreatorPage.tsx; client/src/pages/SalesSheetCreatorPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Save,Action/Operation,salesSheets.save,mutation,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,History,client/src/components/sales/SalesSheetPreview.tsx,,Client-wired,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Get History,View/Search/Report,salesSheets.getHistory,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Get By Id,View/Search/Report,salesSheets.getById,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Delete,Delete/Archive,salesSheets.delete,mutation,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Create Template,Create,salesSheets.createTemplate,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service",/sales-sheets,Templates,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Get Templates,View/Search/Report,salesSheets.getTemplates,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Load Template,View/Search,salesSheets.loadTemplate,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Delete Template,Delete/Archive,salesSheets.deleteTemplate,mutation,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Save Draft,Action/Operation,salesSheets.saveDraft,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service",/sales-sheets,"/** Save or update a draft If draftId is provided, updates existing; otherwise creates new",client/src/pages/SalesSheetCreatorPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Get Drafts,View/Search/Report,salesSheets.getDrafts,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,/** Get all drafts for the current user Optionally filter by clientId,client/src/pages/SalesSheetCreatorPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Get Draft By Id,View/Search/Report,salesSheets.getDraftById,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,/** Get a specific draft by ID,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Delete Draft,Delete/Archive,salesSheets.deleteDraft,mutation,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/sales-sheets,/** Delete a draft,client/src/pages/SalesSheetCreatorPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Other,salesSheets,Convert Draft To Sheet,Action/Operation,salesSheets.convertDraftToSheet,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service",/sales-sheets,/** Convert a draft to a finalized sales sheet,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/salesSheets.ts,prod
Inventory,samples,Create Request,Create,samples.createRequest,mutation,strictlyProtectedProcedure,samples:create,all,"Super Admin, Operations Manager, Inventory Manager",/samples,Create a new sample request,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Fulfill Request,Action/Operation,samples.fulfillRequest,mutation,strictlyProtectedProcedure,samples:allocate,all,"Super Admin, Operations Manager, Inventory Manager",/samples,Fulfill a sample request,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Cancel Request,State Transition/Action,samples.cancelRequest,mutation,strictlyProtectedProcedure,samples:delete,all,"Super Admin, Inventory Manager",/samples,Cancel a sample request,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Link Order To Sample,Link/Associate,samples.linkOrderToSample,mutation,strictlyProtectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Link an order to a sample request (conversion tracking),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get By Client,View/Search/Report,samples.getByClient,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Get sample requests by client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Pending,View/Search/Report,samples.getPending,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,BUG-034: Standardized pagination response,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Monthly Allocation,View/Search/Report,samples.getMonthlyAllocation,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Get monthly allocation for a client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Set Monthly Allocation,Update,samples.setMonthlyAllocation,mutation,strictlyProtectedProcedure,samples:allocate,all,"Super Admin, Operations Manager, Inventory Manager",/samples,Set monthly allocation for a client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Check Allocation,View/Search,samples.checkAllocation,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Check monthly allocation,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Distribution Report,View/Search/Report,samples.getDistributionReport,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample distribution report,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Conversion Report,View/Search/Report,samples.getConversionReport,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample conversion report,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Effectiveness By Product,View/Search/Report,samples.getEffectivenessByProduct,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample effectiveness by product,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Cost By Product,View/Search/Report,samples.getCostByProduct,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample cost by product,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Cost By Client,View/Search/Report,samples.getCostByClient,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample cost by client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get ROIAnalysis,View/Search/Report,samples.getROIAnalysis,query,protectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Analytics: Sample ROI analysis,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Request Return,Action/Operation,samples.requestReturn,mutation,strictlyProtectedProcedure,samples:return,all,Super Admin (or legacy-admin bypass),/samples,Request a sample return,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Approve Return,State Transition/Action,samples.approveReturn,mutation,strictlyProtectedProcedure,samples:approve,all,Super Admin (or legacy-admin bypass),/samples,Approve a sample return,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Complete Return,State Transition/Action,samples.completeReturn,mutation,strictlyProtectedProcedure,samples:return,all,Super Admin (or legacy-admin bypass),/samples,Complete a sample return,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Request Vendor Return,Action/Operation,samples.requestVendorReturn,mutation,strictlyProtectedProcedure,samples:vendorReturn,all,Super Admin (or legacy-admin bypass),/samples,Request a vendor return,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Ship To Vendor,State Transition/Action,samples.shipToVendor,mutation,strictlyProtectedProcedure,samples:vendorReturn,all,Super Admin (or legacy-admin bypass),/samples,Ship sample to vendor,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Confirm Vendor Return,State Transition/Action,samples.confirmVendorReturn,mutation,strictlyProtectedProcedure,samples:vendorReturn,all,Super Admin (or legacy-admin bypass),/samples,Confirm vendor received the sample,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/samples.ts,prod
Inventory,samples,Update Location,Update,samples.updateLocation,mutation,strictlyProtectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Update sample location,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Location History,View/Search/Report,samples.getLocationHistory,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Get location history for a sample,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get Expiring,View/Search/Report,samples.getExpiring,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Get samples expiring within N days,client/src/components/samples/ExpiringSamplesWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Set Expiration Date,Update,samples.setExpirationDate,mutation,strictlyProtectedProcedure,samples:track,all,"Super Admin, Inventory Manager",/samples,Set expiration date for a sample,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get All,View/Search/Report,samples.getAll,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Wave 4C: Enhanced logging for database error investigation,client/src/pages/SampleManagement.tsx,,Client-wired,In code only,Not reviewed,,server/routers/samples.ts,prod
Inventory,samples,Get By Id,View/Search/Report,samples.getById,query,protectedProcedure,samples:read,all,"Super Admin, Operations Manager, Inventory Manager, Read-Only Auditor",/samples,Get a single sample request by ID,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/samples.ts,prod
Other,scratchPad,List,View/Search/Report,scratchPad.list,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get user's notes (infinite scroll),client/src/components/dashboard/ScratchPad.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/scratchPad.ts,prod
Other,scratchPad,Create,Create,scratchPad.create,mutation,protectedProcedure,notes:create,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,Create new note,client/src/components/dashboard/ScratchPad.tsx,,Client-wired,In code only,Not reviewed,,server/routers/scratchPad.ts,prod
Other,scratchPad,Update,Update,scratchPad.update,mutation,protectedProcedure,notes:update,all,"Super Admin, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service",,Update note content,client/src/components/dashboard/ScratchPad.tsx,,Client-wired,In code only,Not reviewed,,server/routers/scratchPad.ts,prod
Other,scratchPad,Toggle Complete,Update,scratchPad.toggleComplete,mutation,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Toggle note completion,client/src/components/dashboard/ScratchPad.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/scratchPad.ts,prod
Other,scratchPad,Delete,Delete/Archive,scratchPad.delete,mutation,protectedProcedure,notes:delete,all,Super Admin (or legacy-admin bypass),,Delete note,client/src/components/dashboard/ScratchPad.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/scratchPad.ts,prod
Other,scratchPad,Count,View/Search,scratchPad.count,query,protectedProcedure,notes:read,all,Super Admin (or legacy-admin bypass),,Get note count,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/scratchPad.ts,prod
Other,search,Global,View/Search,search.global,query,protectedProcedure,clients:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Customer Service, Warehouse Staff, Read-Only Auditor",/search,"/** Global search across quotes, customers, products, and batches BUG-042: Expanded to include product names, strains, and categories",client/src/pages/SampleManagement.tsx; client/src/pages/SearchResultsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/search.ts,prod
Admin/Settings,settings,List,View/Search/Report,settings.list,query,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Create,Create,settings.create,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Update,Update,settings.update,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Delete,Delete/Archive,settings.delete,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,List,View/Search/Report,settings.list,query,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Create,Create,settings.create,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Update,Update,settings.update,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Delete,Delete/Archive,settings.delete,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,List,View/Search/Report,settings.list,query,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Create,Create,settings.create,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Update,Update,settings.update,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Delete,Delete/Archive,settings.delete,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,List,View/Search/Report,settings.list,query,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Create,Create,settings.create,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Update,Update,settings.update,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Delete,Delete/Archive,settings.delete,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Hello,View/Search,settings.hello,query,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/settings.ts,prod
Admin/Settings,settings,Seed Database,Create,settings.seedDatabase,mutation,publicProcedure,,,Public (no auth),"/settings, /settings/cogs, /settings/feature-flags, /settings/notifications",,client/src/pages/Settings.tsx,,Client-wired,Not documented,Not reviewed,,server/routers/settings.ts,prod
Other,spreadsheet,Get Inventory Grid Data,View/Search/Report,spreadsheet.getInventoryGridData,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/spreadsheet-view,,client/src/components/spreadsheet/InventoryGrid.tsx,,Client-wired,Not documented,Not reviewed,,server/routers/spreadsheet.ts,prod
Other,spreadsheet,Get Client Grid Data,View/Search/Report,spreadsheet.getClientGridData,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",/spreadsheet-view,,client/src/components/spreadsheet/ClientGrid.tsx,,Client-wired,Not documented,Not reviewed,,server/routers/spreadsheet.ts,prod
Inventory,strains,Seed,Create,strains.seed,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Seed strains from CSV,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,List,View/Search/Report,strains.list,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,BUG-034: Standardized pagination response,client/src/components/spreadsheet/IntakeGrid.tsx,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Get By Id,View/Search/Report,strains.getById,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get strain by ID,client/src/components/inventory/StrainInput.tsx,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Get Family,View/Search/Report,strains.getFamily,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get strain family (parent and all variants),client/src/hooks/useStrainHooks.ts,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Get Family Stats,View/Search/Report,strains.getFamilyStats,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get strain family statistics,client/src/hooks/useStrainHooks.ts,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Get Products By Family,View/Search/Report,strains.getProductsByFamily,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Get products in strain family,client/src/hooks/useStrainHooks.ts,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Search,View/Search/Report,strains.search,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,BUG-034: Standardized pagination response,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Create,Create,strains.create,mutation,protectedProcedure,inventory:create,all,"Super Admin, Operations Manager, Inventory Manager",,Create custom strain,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Import Open THC,Create,strains.importOpenTHC,mutation,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Import OpenTHC strains,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Find Exact,View/Search/Report,strains.findExact,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Find exact strain match,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Find Fuzzy,View/Search/Report,strains.findFuzzy,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Find fuzzy strain matches,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Match For Assignment,View/Search,strains.matchForAssignment,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,Match strain for assignment (with auto/suggest/create logic),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Get Or Create,Action/Operation,strains.getOrCreate,mutation,protectedProcedure,inventory:create,all,"Super Admin, Operations Manager, Inventory Manager",,Get or create strain with fuzzy matching,client/src/components/inventory/StrainInput.tsx,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Inventory,strains,Fuzzy Search,View/Search,strains.fuzzySearch,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,BUG-034: Standardized pagination response,client/src/components/inventory/StrainInput.tsx; client/src/hooks/useStrainHooks.ts,,Client-wired,In code only,Not reviewed,,server/routers/strains.ts,prod
Other,timeOffRequests,Request,Action/Operation,timeOffRequests.request,mutation,protectedProcedure,,,Authenticated user,,"Time Off Requests Router (CAL-004) Manages vacation, sick, and personal time-off requests Integrates with calendar availability to block booking slots",client/src/components/calendar/TimeOffRequestForm.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Approve,State Transition/Action,timeOffRequests.approve,mutation,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/TimeOffRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Reject,State Transition/Action,timeOffRequests.reject,mutation,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/TimeOffRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,List,View/Search/Report,timeOffRequests.list,query,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/TimeOffRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Get By Id,View/Search/Report,timeOffRequests.getById,query,protectedProcedure,,,Authenticated user,,============================================================================,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Get My Pending Count,View/Search/Report,timeOffRequests.getMyPendingCount,query,protectedProcedure,,,Authenticated user,,Get my pending count,client/src/components/calendar/TimeOffRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Get Team Pending Count,View/Search/Report,timeOffRequests.getTeamPendingCount,query,protectedProcedure,,,Authenticated user,,Get team pending count (for admins),client/src/components/calendar/TimeOffRequestsList.tsx; client/src/pages/CalendarPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Other,timeOffRequests,Get Approved Time Off,View/Search/Report,timeOffRequests.getApprovedTimeOff,query,protectedProcedure,,,Authenticated user,,============================================================================,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
